<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
SBERP;10;27/03/19;16:50;190.2200000
SBERP;10;27/03/19;17:00;189.9700000
SBERP;10;27/03/19;17:10;190.0000000
SBERP;10;27/03/19;17:20;190.2300000
SBERP;10;27/03/19;17:30;190.0900000
SBERP;10;27/03/19;17:40;189.8100000
SBERP;10;27/03/19;17:50;189.6000000
SBERP;10;27/03/19;18:00;189.7400000
SBERP;10;27/03/19;18:10;189.6300000
SBERP;10;27/03/19;18:20;189.5500000
SBERP;10;27/03/19;18:30;189.5100000
SBERP;10;27/03/19;18:40;189.1800000
SBERP;10;27/03/19;18:50;189.0000000
SBERP;10;28/03/19;10:10;188.9400000
SBERP;10;28/03/19;10:20;189.1800000
SBERP;10;28/03/19;10:30;189.6600000
SBERP;10;28/03/19;10:40;189.8900000
SBERP;10;28/03/19;10:50;189.6900000
SBERP;10;28/03/19;11:00;189.2000000
SBERP;10;28/03/19;11:10;189.6000000
SBERP;10;28/03/19;11:20;189.4700000
SBERP;10;28/03/19;11:30;188.9300000
SBERP;10;28/03/19;11:40;189.0700000
SBERP;10;28/03/19;11:50;189.1500000
SBERP;10;28/03/19;12:00;189.5700000
SBERP;10;28/03/19;12:10;189.7100000
SBERP;10;28/03/19;12:20;189.6800000
SBERP;10;28/03/19;12:30;189.7400000
SBERP;10;28/03/19;12:40;189.9300000
SBERP;10;28/03/19;12:50;189.6700000
SBERP;10;28/03/19;13:00;189.7600000
SBERP;10;28/03/19;13:10;189.9700000
SBERP;10;28/03/19;13:20;190.1000000
SBERP;10;28/03/19;13:30;190.0600000
SBERP;10;28/03/19;13:40;190.0500000
SBERP;10;28/03/19;13:50;190.0500000
SBERP;10;28/03/19;14:00;190.0000000
SBERP;10;28/03/19;14:10;190.0400000
SBERP;10;28/03/19;14:20;189.7500000
SBERP;10;28/03/19;14:30;189.5200000
SBERP;10;28/03/19;14:40;189.8000000
SBERP;10;28/03/19;14:50;189.8100000
SBERP;10;28/03/19;15:00;189.6400000
SBERP;10;28/03/19;15:10;189.9400000
SBERP;10;28/03/19;15:20;189.8600000
SBERP;10;28/03/19;15:30;189.9100000
SBERP;10;28/03/19;15:40;189.7500000
SBERP;10;28/03/19;15:50;189.8800000
SBERP;10;28/03/19;16:00;189.8600000
SBERP;10;28/03/19;16:10;189.7500000
SBERP;10;28/03/19;16:20;189.9200000
SBERP;10;28/03/19;16:30;190.0700000
SBERP;10;28/03/19;16:40;190.0500000
SBERP;10;28/03/19;16:50;190.1200000
SBERP;10;28/03/19;17:00;189.9700000
SBERP;10;28/03/19;17:10;189.9700000
SBERP;10;28/03/19;17:20;189.9300000
SBERP;10;28/03/19;17:30;189.8800000
SBERP;10;28/03/19;17:40;189.9000000
SBERP;10;28/03/19;17:50;189.9100000
SBERP;10;28/03/19;18:00;189.8500000
SBERP;10;28/03/19;18:10;189.5400000
SBERP;10;28/03/19;18:20;189.4600000
SBERP;10;28/03/19;18:30;189.5000000
SBERP;10;28/03/19;18:40;189.4800000
SBERP;10;28/03/19;18:50;189.4300000
SBERP;10;29/03/19;10:10;191.0000000
SBERP;10;29/03/19;10:20;191.0500000
SBERP;10;29/03/19;10:30;190.9100000
SBERP;10;29/03/19;10:40;190.9200000
SBERP;10;29/03/19;10:50;190.8000000
SBERP;10;29/03/19;11:00;190.8800000
SBERP;10;29/03/19;11:10;190.7200000
SBERP;10;29/03/19;11:20;190.6400000
SBERP;10;29/03/19;11:30;189.7000000
SBERP;10;29/03/19;11:40;190.0700000
SBERP;10;29/03/19;11:50;190.7400000
SBERP;10;29/03/19;12:00;190.4800000
SBERP;10;29/03/19;12:10;190.7200000
SBERP;10;29/03/19;12:20;190.7900000
SBERP;10;29/03/19;12:30;190.6800000
SBERP;10;29/03/19;12:40;190.5700000
SBERP;10;29/03/19;12:50;190.5800000
SBERP;10;29/03/19;13:00;190.4700000
SBERP;10;29/03/19;13:10;190.4600000
SBERP;10;29/03/19;13:20;190.5100000
SBERP;10;29/03/19;13:30;191.0000000
SBERP;10;29/03/19;13:40;190.9500000
SBERP;10;29/03/19;13:50;191.0800000
SBERP;10;29/03/19;14:00;190.8900000
SBERP;10;29/03/19;14:10;190.9800000
SBERP;10;29/03/19;14:20;191.0000000
SBERP;10;29/03/19;14:30;191.1000000
SBERP;10;29/03/19;14:40;191.0500000
SBERP;10;29/03/19;14:50;191.0600000
SBERP;10;29/03/19;15:00;191.0600000
SBERP;10;29/03/19;15:10;191.2000000
SBERP;10;29/03/19;15:20;191.2100000
SBERP;10;29/03/19;15:30;191.1500000
SBERP;10;29/03/19;15:40;191.0600000
SBERP;10;29/03/19;15:50;191.2200000
SBERP;10;29/03/19;16:00;191.1500000
SBERP;10;29/03/19;16:10;191.2600000
SBERP;10;29/03/19;16:20;191.2200000
SBERP;10;29/03/19;16:30;191.3200000
SBERP;10;29/03/19;16:40;190.6000000
SBERP;10;29/03/19;16:50;190.6300000
SBERP;10;29/03/19;17:00;190.8400000
SBERP;10;29/03/19;17:10;191.0100000
SBERP;10;29/03/19;17:20;190.7100000
SBERP;10;29/03/19;17:30;190.7100000
SBERP;10;29/03/19;17:40;190.5600000
SBERP;10;29/03/19;17:50;189.6800000
SBERP;10;29/03/19;18:00;189.4400000
SBERP;10;29/03/19;18:10;188.8800000
SBERP;10;29/03/19;18:20;188.8500000
SBERP;10;29/03/19;18:30;188.2800000
SBERP;10;29/03/19;18:40;188.1600000
SBERP;10;29/03/19;18:50;188.2000000
SBERP;10;01/04/19;10:10;190.0000000
SBERP;10;01/04/19;10:20;189.6300000
SBERP;10;01/04/19;10:30;189.8500000
SBERP;10;01/04/19;10:40;189.8900000
SBERP;10;01/04/19;10:50;189.7500000
SBERP;10;01/04/19;11:00;190.2800000
SBERP;10;01/04/19;11:10;190.3500000
SBERP;10;01/04/19;11:20;190.6900000
SBERP;10;01/04/19;11:30;190.5700000
SBERP;10;01/04/19;11:40;190.6400000
SBERP;10;01/04/19;11:50;190.4600000
SBERP;10;01/04/19;12:00;190.3400000
SBERP;10;01/04/19;12:10;190.0200000
SBERP;10;01/04/19;12:20;190.0100000
SBERP;10;01/04/19;12:30;190.2100000
SBERP;10;01/04/19;12:40;189.9800000
SBERP;10;01/04/19;12:50;190.1900000
SBERP;10;01/04/19;13:00;190.4500000
SBERP;10;01/04/19;13:10;190.3900000
SBERP;10;01/04/19;13:20;190.1100000
SBERP;10;01/04/19;13:30;190.1600000
SBERP;10;01/04/19;13:40;189.9000000
SBERP;10;01/04/19;13:50;190.0700000
SBERP;10;01/04/19;14:00;189.9300000
SBERP;10;01/04/19;14:10;190.0700000
SBERP;10;01/04/19;14:20;190.2500000
SBERP;10;01/04/19;14:30;190.3600000
SBERP;10;01/04/19;14:40;190.3400000
SBERP;10;01/04/19;14:50;190.3600000
SBERP;10;01/04/19;15:00;190.3600000
SBERP;10;01/04/19;15:10;190.1800000
SBERP;10;01/04/19;15:20;190.2200000
SBERP;10;01/04/19;15:30;190.1700000
SBERP;10;01/04/19;15:40;190.4700000
SBERP;10;01/04/19;15:50;190.4800000
SBERP;10;01/04/19;16:00;190.5700000
SBERP;10;01/04/19;16:10;190.6700000
SBERP;10;01/04/19;16:20;190.3900000
SBERP;10;01/04/19;16:30;190.4900000
SBERP;10;01/04/19;16:40;190.5600000
SBERP;10;01/04/19;16:50;190.4800000
SBERP;10;01/04/19;17:00;190.2700000
SBERP;10;01/04/19;17:10;190.1600000
SBERP;10;01/04/19;17:20;190.0900000
SBERP;10;01/04/19;17:30;190.5800000
SBERP;10;01/04/19;17:40;190.4600000
SBERP;10;01/04/19;17:50;190.4000000
SBERP;10;01/04/19;18:00;190.4000000
SBERP;10;01/04/19;18:10;190.4700000
SBERP;10;01/04/19;18:20;190.3900000
SBERP;10;01/04/19;18:30;190.1600000
SBERP;10;01/04/19;18:40;190.2200000
SBERP;10;01/04/19;18:50;190.2200000
SBERP;10;02/04/19;10:10;191.4500000
SBERP;10;02/04/19;10:20;191.2400000
SBERP;10;02/04/19;10:30;191.1500000
SBERP;10;02/04/19;10:40;191.0700000
SBERP;10;02/04/19;10:50;191.0600000
SBERP;10;02/04/19;11:00;191.1300000
SBERP;10;02/04/19;11:10;190.9300000
SBERP;10;02/04/19;11:20;191.0400000
SBERP;10;02/04/19;11:30;191.2000000
SBERP;10;02/04/19;11:40;191.2900000
SBERP;10;02/04/19;11:50;191.1100000
SBERP;10;02/04/19;12:00;191.1100000
SBERP;10;02/04/19;12:10;191.1900000
SBERP;10;02/04/19;12:20;191.3800000
SBERP;10;02/04/19;12:30;191.4000000
SBERP;10;02/04/19;12:40;191.6700000
SBERP;10;02/04/19;12:50;191.5900000
SBERP;10;02/04/19;13:00;191.6000000
SBERP;10;02/04/19;13:10;191.7400000
SBERP;10;02/04/19;13:20;191.7900000
SBERP;10;02/04/19;13:30;191.8800000
SBERP;10;02/04/19;13:40;191.8600000
SBERP;10;02/04/19;13:50;191.8300000
SBERP;10;02/04/19;14:00;191.6800000
SBERP;10;02/04/19;14:10;191.6800000
SBERP;10;02/04/19;14:20;191.5300000
SBERP;10;02/04/19;14:30;191.5900000
SBERP;10;02/04/19;14:40;191.5900000
SBERP;10;02/04/19;14:50;191.5000000
SBERP;10;02/04/19;15:00;190.7900000
SBERP;10;02/04/19;15:10;191.0700000
SBERP;10;02/04/19;15:20;190.5800000
SBERP;10;02/04/19;15:30;190.6700000
SBERP;10;02/04/19;15:40;190.1300000
SBERP;10;02/04/19;15:50;190.5000000
SBERP;10;02/04/19;16:00;190.3800000
SBERP;10;02/04/19;16:10;190.4500000
SBERP;10;02/04/19;16:20;190.4500000
SBERP;10;02/04/19;16:30;191.0100000
SBERP;10;02/04/19;16:40;191.1700000
SBERP;10;02/04/19;16:50;191.3800000
SBERP;10;02/04/19;17:00;191.6000000
SBERP;10;02/04/19;17:10;191.5800000
SBERP;10;02/04/19;17:20;191.5600000
SBERP;10;02/04/19;17:30;191.6400000
SBERP;10;02/04/19;17:40;191.4100000
SBERP;10;02/04/19;17:50;191.5300000
SBERP;10;02/04/19;18:00;191.7800000
SBERP;10;02/04/19;18:10;191.3800000
SBERP;10;02/04/19;18:20;191.3400000
SBERP;10;02/04/19;18:30;191.7300000
SBERP;10;02/04/19;18:40;191.3900000
SBERP;10;02/04/19;18:50;191.6400000
SBERP;10;03/04/19;10:10;193.8400000
SBERP;10;03/04/19;10:20;193.5900000
SBERP;10;03/04/19;10:30;193.3000000
SBERP;10;03/04/19;10:40;193.4000000
SBERP;10;03/04/19;10:50;193.5800000
SBERP;10;03/04/19;11:00;194.0000000
SBERP;10;03/04/19;11:10;194.6000000
SBERP;10;03/04/19;11:20;195.3900000
SBERP;10;03/04/19;11:30;195.2900000
SBERP;10;03/04/19;11:40;195.5500000
SBERP;10;03/04/19;11:50;195.6000000
SBERP;10;03/04/19;12:00;195.7400000
SBERP;10;03/04/19;12:10;195.9300000
SBERP;10;03/04/19;12:20;195.8500000
SBERP;10;03/04/19;12:30;195.8300000
SBERP;10;03/04/19;12:40;195.4800000
SBERP;10;03/04/19;12:50;195.3400000
SBERP;10;03/04/19;13:00;195.5000000
SBERP;10;03/04/19;13:10;195.2800000
SBERP;10;03/04/19;13:20;195.0700000
SBERP;10;03/04/19;13:30;194.8500000
SBERP;10;03/04/19;13:40;194.7900000
SBERP;10;03/04/19;13:50;194.4000000
SBERP;10;03/04/19;14:00;194.7600000
SBERP;10;03/04/19;14:10;194.6500000
SBERP;10;03/04/19;14:20;194.7400000
SBERP;10;03/04/19;14:30;194.7500000
SBERP;10;03/04/19;14:40;194.7000000
SBERP;10;03/04/19;14:50;194.7400000
SBERP;10;03/04/19;15:00;194.6900000
SBERP;10;03/04/19;15:10;194.6600000
SBERP;10;03/04/19;15:20;194.6700000
SBERP;10;03/04/19;15:30;194.4400000
SBERP;10;03/04/19;15:40;194.7000000
SBERP;10;03/04/19;15:50;194.6800000
SBERP;10;03/04/19;16:00;194.6200000
SBERP;10;03/04/19;16:10;194.4600000
SBERP;10;03/04/19;16:20;194.6100000
SBERP;10;03/04/19;16:30;194.7200000
SBERP;10;03/04/19;16:40;194.9000000
SBERP;10;03/04/19;16:50;195.0000000
SBERP;10;03/04/19;17:00;193.4700000
SBERP;10;03/04/19;17:10;193.8800000
SBERP;10;03/04/19;17:20;193.7800000
SBERP;10;03/04/19;17:30;193.6900000
SBERP;10;03/04/19;17:40;193.4100000
SBERP;10;03/04/19;17:50;192.8000000
SBERP;10;03/04/19;18:00;193.5900000
SBERP;10;03/04/19;18:10;193.8800000
SBERP;10;03/04/19;18:20;193.3100000
SBERP;10;03/04/19;18:30;193.2400000
SBERP;10;03/04/19;18:40;193.2700000
SBERP;10;03/04/19;18:50;193.5000000
SBERP;10;04/04/19;10:10;193.0700000
SBERP;10;04/04/19;10:20;193.0200000
SBERP;10;04/04/19;10:30;192.3100000
SBERP;10;04/04/19;10:40;192.8600000
SBERP;10;04/04/19;10:50;193.8200000
SBERP;10;04/04/19;11:00;193.4700000
SBERP;10;04/04/19;11:10;193.2800000
SBERP;10;04/04/19;11:20;193.5500000
SBERP;10;04/04/19;11:30;193.4900000
SBERP;10;04/04/19;11:40;193.5400000
SBERP;10;04/04/19;11:50;193.5300000
SBERP;10;04/04/19;12:00;193.4600000
SBERP;10;04/04/19;12:10;193.2600000
SBERP;10;04/04/19;12:20;193.3500000
SBERP;10;04/04/19;12:30;193.2800000
SBERP;10;04/04/19;12:40;193.2700000
SBERP;10;04/04/19;12:50;193.3400000
SBERP;10;04/04/19;13:00;193.6700000
SBERP;10;04/04/19;13:10;194.0700000
SBERP;10;04/04/19;13:20;193.9300000
SBERP;10;04/04/19;13:30;194.3700000
SBERP;10;04/04/19;13:40;194.8500000
SBERP;10;04/04/19;13:50;194.7100000
SBERP;10;04/04/19;14:00;194.9000000
SBERP;10;04/04/19;14:10;194.4400000
SBERP;10;04/04/19;14:20;194.5800000
SBERP;10;04/04/19;14:30;194.5000000
SBERP;10;04/04/19;14:40;194.6000000
SBERP;10;04/04/19;14:50;194.5300000
SBERP;10;04/04/19;15:00;194.8000000
SBERP;10;04/04/19;15:10;194.5300000
SBERP;10;04/04/19;15:20;194.2200000
SBERP;10;04/04/19;15:30;194.4900000
SBERP;10;04/04/19;15:40;194.5400000
SBERP;10;04/04/19;15:50;194.5800000
SBERP;10;04/04/19;16:00;194.2500000
SBERP;10;04/04/19;16:10;194.1400000
SBERP;10;04/04/19;16:20;194.2600000
SBERP;10;04/04/19;16:30;194.4000000
SBERP;10;04/04/19;16:40;194.5000000
SBERP;10;04/04/19;16:50;194.8600000
SBERP;10;04/04/19;17:00;194.7900000
SBERP;10;04/04/19;17:10;194.6200000
SBERP;10;04/04/19;17:20;194.4100000
SBERP;10;04/04/19;17:30;194.3500000
SBERP;10;04/04/19;17:40;194.2900000
SBERP;10;04/04/19;17:50;194.7700000
SBERP;10;04/04/19;18:00;194.7700000
SBERP;10;04/04/19;18:10;194.8700000
SBERP;10;04/04/19;18:20;194.8400000
SBERP;10;04/04/19;18:30;194.8800000
SBERP;10;04/04/19;18:40;194.9000000
SBERP;10;04/04/19;18:50;194.9000000
SBERP;10;05/04/19;10:10;195.3400000
SBERP;10;05/04/19;10:20;195.2100000
SBERP;10;05/04/19;10:30;195.2800000
SBERP;10;05/04/19;10:40;195.9000000
SBERP;10;05/04/19;10:50;196.2000000
SBERP;10;05/04/19;11:00;196.0000000
SBERP;10;05/04/19;11:10;196.0700000
SBERP;10;05/04/19;11:20;196.0000000
SBERP;10;05/04/19;11:30;196.0500000
SBERP;10;05/04/19;11:40;196.1200000
SBERP;10;05/04/19;11:50;196.1500000
SBERP;10;05/04/19;12:00;196.2300000
SBERP;10;05/04/19;12:10;196.1700000
SBERP;10;05/04/19;12:20;196.4300000
SBERP;10;05/04/19;12:30;196.4600000
SBERP;10;05/04/19;12:40;196.4200000
SBERP;10;05/04/19;12:50;196.4400000
SBERP;10;05/04/19;13:00;196.3200000
SBERP;10;05/04/19;13:10;196.2600000
SBERP;10;05/04/19;13:20;196.1600000
SBERP;10;05/04/19;13:30;196.1900000
SBERP;10;05/04/19;13:40;196.3400000
SBERP;10;05/04/19;13:50;196.2700000
SBERP;10;05/04/19;14:00;196.3700000
SBERP;10;05/04/19;14:10;196.2600000
SBERP;10;05/04/19;14:20;196.3400000
SBERP;10;05/04/19;14:30;196.3600000
SBERP;10;05/04/19;14:40;196.2500000
SBERP;10;05/04/19;14:50;196.0500000
SBERP;10;05/04/19;15:00;195.8000000
SBERP;10;05/04/19;15:10;196.1700000
SBERP;10;05/04/19;15:20;196.2400000
SBERP;10;05/04/19;15:30;196.2400000
SBERP;10;05/04/19;15:40;196.9000000
SBERP;10;05/04/19;15:50;196.6500000
SBERP;10;05/04/19;16:00;196.6200000
SBERP;10;05/04/19;16:10;196.7100000
SBERP;10;05/04/19;16:20;196.6000000
SBERP;10;05/04/19;16:30;196.8600000
SBERP;10;05/04/19;16:40;196.9300000
SBERP;10;05/04/19;16:50;197.4600000
SBERP;10;05/04/19;17:00;197.3900000
SBERP;10;05/04/19;17:10;197.3000000
SBERP;10;05/04/19;17:20;197.6800000
SBERP;10;05/04/19;17:30;198.0000000
SBERP;10;05/04/19;17:40;197.8800000
SBERP;10;05/04/19;17:50;197.7200000
SBERP;10;05/04/19;18:00;197.9600000
SBERP;10;05/04/19;18:10;198.0900000
SBERP;10;05/04/19;18:20;198.0600000
SBERP;10;05/04/19;18:30;198.5400000
SBERP;10;05/04/19;18:40;198.5900000
SBERP;10;05/04/19;18:50;198.5900000
SBERP;10;08/04/19;10:10;200.8000000
SBERP;10;08/04/19;10:20;200.4600000
SBERP;10;08/04/19;10:30;200.2000000
SBERP;10;08/04/19;10:40;200.3500000
SBERP;10;08/04/19;10:50;200.3500000
SBERP;10;08/04/19;11:00;199.8000000
SBERP;10;08/04/19;11:10;199.9900000
SBERP;10;08/04/19;11:20;199.8800000
SBERP;10;08/04/19;11:30;200.1700000
SBERP;10;08/04/19;11:40;200.2000000
SBERP;10;08/04/19;11:50;200.1000000
SBERP;10;08/04/19;12:00;199.9500000
SBERP;10;08/04/19;12:10;199.9800000
SBERP;10;08/04/19;12:20;199.9300000
SBERP;10;08/04/19;12:30;200.0000000
SBERP;10;08/04/19;12:40;199.8300000
SBERP;10;08/04/19;12:50;199.6100000
SBERP;10;08/04/19;13:00;199.5900000
SBERP;10;08/04/19;13:10;199.6900000
SBERP;10;08/04/19;13:20;199.6200000
SBERP;10;08/04/19;13:30;199.6100000
SBERP;10;08/04/19;13:40;199.3600000
SBERP;10;08/04/19;13:50;199.4900000
SBERP;10;08/04/19;14:00;199.5200000
SBERP;10;08/04/19;14:10;199.6900000
SBERP;10;08/04/19;14:20;200.6100000
SBERP;10;08/04/19;14:30;200.4000000
SBERP;10;08/04/19;14:40;200.4000000
SBERP;10;08/04/19;14:50;200.2400000
SBERP;10;08/04/19;15:00;200.4500000
SBERP;10;08/04/19;15:10;200.5000000
SBERP;10;08/04/19;15:20;200.1800000
SBERP;10;08/04/19;15:30;200.2000000
SBERP;10;08/04/19;15:40;200.1900000
SBERP;10;08/04/19;15:50;200.2400000
SBERP;10;08/04/19;16:00;199.9400000
SBERP;10;08/04/19;16:10;199.8300000
SBERP;10;08/04/19;16:20;200.0500000
SBERP;10;08/04/19;16:30;200.2500000
SBERP;10;08/04/19;16:40;200.1500000
SBERP;10;08/04/19;16:50;200.1600000
SBERP;10;08/04/19;17:00;200.1400000
SBERP;10;08/04/19;17:10;200.3300000
SBERP;10;08/04/19;17:20;200.4800000
SBERP;10;08/04/19;17:30;200.4800000
SBERP;10;08/04/19;17:40;200.7500000
SBERP;10;08/04/19;17:50;200.6800000
SBERP;10;08/04/19;18:00;200.9600000
SBERP;10;08/04/19;18:10;201.0900000
SBERP;10;08/04/19;18:20;201.4300000
SBERP;10;08/04/19;18:30;201.4800000
SBERP;10;08/04/19;18:40;201.6000000
SBERP;10;08/04/19;18:50;201.6100000
SBERP;10;09/04/19;10:10;202.4900000
SBERP;10;09/04/19;10:20;202.5800000
SBERP;10;09/04/19;10:30;203.9100000
SBERP;10;09/04/19;10:40;203.9400000
SBERP;10;09/04/19;10:50;205.2200000
SBERP;10;09/04/19;11:00;206.2200000
SBERP;10;09/04/19;11:10;205.1900000
SBERP;10;09/04/19;11:20;204.9500000
SBERP;10;09/04/19;11:30;204.9800000
SBERP;10;09/04/19;11:40;204.8500000
SBERP;10;09/04/19;11:50;205.1900000
SBERP;10;09/04/19;12:00;205.6800000
SBERP;10;09/04/19;12:10;205.4100000
SBERP;10;09/04/19;12:20;205.0300000
SBERP;10;09/04/19;12:30;204.9100000
SBERP;10;09/04/19;12:40;204.9400000
SBERP;10;09/04/19;12:50;204.7200000
SBERP;10;09/04/19;13:00;204.7100000
SBERP;10;09/04/19;13:10;204.7400000
SBERP;10;09/04/19;13:20;204.6100000
SBERP;10;09/04/19;13:30;204.1000000
SBERP;10;09/04/19;13:40;204.3400000
SBERP;10;09/04/19;13:50;204.3400000
SBERP;10;09/04/19;14:00;204.5100000
SBERP;10;09/04/19;14:10;204.6500000
SBERP;10;09/04/19;14:20;205.0900000
SBERP;10;09/04/19;14:30;204.9700000
SBERP;10;09/04/19;14:40;204.7000000
SBERP;10;09/04/19;14:50;204.8400000
SBERP;10;09/04/19;15:00;204.7800000
SBERP;10;09/04/19;15:10;205.2200000
SBERP;10;09/04/19;15:20;205.0200000
SBERP;10;09/04/19;15:30;205.0400000
SBERP;10;09/04/19;15:40;204.9000000
SBERP;10;09/04/19;15:50;204.8500000
SBERP;10;09/04/19;16:00;204.9600000
SBERP;10;09/04/19;16:10;204.8100000
SBERP;10;09/04/19;16:20;204.3400000
SBERP;10;09/04/19;16:30;205.0500000
SBERP;10;09/04/19;16:40;204.3600000
SBERP;10;09/04/19;16:50;204.6700000
SBERP;10;09/04/19;17:00;205.1100000
SBERP;10;09/04/19;17:10;205.0700000
SBERP;10;09/04/19;17:20;205.3500000
SBERP;10;09/04/19;17:30;205.5200000
SBERP;10;09/04/19;17:40;204.6700000
SBERP;10;09/04/19;17:50;204.8600000
SBERP;10;09/04/19;18:00;204.9200000
SBERP;10;09/04/19;18:10;204.8200000
SBERP;10;09/04/19;18:20;204.7600000
SBERP;10;09/04/19;18:30;204.8000000
SBERP;10;09/04/19;18:40;205.0000000
SBERP;10;09/04/19;18:50;205.7000000
SBERP;10;10/04/19;10:10;205.4700000
SBERP;10;10/04/19;10:20;205.9400000
SBERP;10;10/04/19;10:30;206.2800000
SBERP;10;10/04/19;10:40;206.0300000
SBERP;10;10/04/19;10:50;206.5000000
SBERP;10;10/04/19;11:00;206.6100000
SBERP;10;10/04/19;11:10;206.9400000
SBERP;10;10/04/19;11:20;206.2900000
SBERP;10;10/04/19;11:30;206.9100000
SBERP;10;10/04/19;11:40;207.4100000
SBERP;10;10/04/19;11:50;207.6200000
SBERP;10;10/04/19;12:00;207.9800000
SBERP;10;10/04/19;12:10;208.5500000
SBERP;10;10/04/19;12:20;209.7000000
SBERP;10;10/04/19;12:30;208.9700000
SBERP;10;10/04/19;12:40;209.4000000
SBERP;10;10/04/19;12:50;209.2500000
SBERP;10;10/04/19;13:00;209.3000000
SBERP;10;10/04/19;13:10;208.1000000
SBERP;10;10/04/19;13:20;208.0700000
SBERP;10;10/04/19;13:30;208.2900000
SBERP;10;10/04/19;13:40;208.0900000
SBERP;10;10/04/19;13:50;208.8200000
SBERP;10;10/04/19;14:00;208.6500000
SBERP;10;10/04/19;14:10;208.6800000
SBERP;10;10/04/19;14:20;208.1300000
SBERP;10;10/04/19;14:30;207.6400000
SBERP;10;10/04/19;14:40;207.3300000
SBERP;10;10/04/19;14:50;207.7000000
SBERP;10;10/04/19;15:00;207.8500000
SBERP;10;10/04/19;15:10;208.1000000
SBERP;10;10/04/19;15:20;208.1100000
SBERP;10;10/04/19;15:30;207.9400000
SBERP;10;10/04/19;15:40;207.8100000
SBERP;10;10/04/19;15:50;207.8800000
SBERP;10;10/04/19;16:00;207.8100000
SBERP;10;10/04/19;16:10;207.8000000
SBERP;10;10/04/19;16:20;207.7800000
SBERP;10;10/04/19;16:30;208.0800000
SBERP;10;10/04/19;16:40;208.5200000
SBERP;10;10/04/19;16:50;207.8100000
SBERP;10;10/04/19;17:00;207.9200000
SBERP;10;10/04/19;17:10;206.6400000
SBERP;10;10/04/19;17:20;206.9200000
SBERP;10;10/04/19;17:30;206.8800000
SBERP;10;10/04/19;17:40;205.8800000
SBERP;10;10/04/19;17:50;206.5000000
SBERP;10;10/04/19;18:00;206.4500000
SBERP;10;10/04/19;18:10;206.3200000
SBERP;10;10/04/19;18:20;206.3500000
SBERP;10;10/04/19;18:30;206.5100000
SBERP;10;10/04/19;18:40;206.8200000
SBERP;10;10/04/19;18:50;206.4000000
SBERP;10;11/04/19;10:10;207.6900000
SBERP;10;11/04/19;10:20;206.7200000
SBERP;10;11/04/19;10:30;205.6500000
SBERP;10;11/04/19;10:40;205.8200000
SBERP;10;11/04/19;10:50;205.9700000
SBERP;10;11/04/19;11:00;205.7700000
SBERP;10;11/04/19;11:10;206.3900000
SBERP;10;11/04/19;11:20;206.9000000
SBERP;10;11/04/19;11:30;207.1200000
SBERP;10;11/04/19;11:40;208.4300000
SBERP;10;11/04/19;11:50;207.7000000
SBERP;10;11/04/19;12:00;207.0200000
SBERP;10;11/04/19;12:10;207.4400000
SBERP;10;11/04/19;12:20;207.0500000
SBERP;10;11/04/19;12:30;207.2200000
SBERP;10;11/04/19;12:40;206.6000000
SBERP;10;11/04/19;12:50;206.9800000
SBERP;10;11/04/19;13:00;207.1600000
SBERP;10;11/04/19;13:10;207.1500000
SBERP;10;11/04/19;13:20;206.4200000
SBERP;10;11/04/19;13:30;206.2600000
SBERP;10;11/04/19;13:40;206.0100000
SBERP;10;11/04/19;13:50;206.4400000
SBERP;10;11/04/19;14:00;205.9600000
SBERP;10;11/04/19;14:10;205.9600000
SBERP;10;11/04/19;14:20;205.7100000
SBERP;10;11/04/19;14:30;205.5600000
SBERP;10;11/04/19;14:40;205.5400000
SBERP;10;11/04/19;14:50;205.6200000
SBERP;10;11/04/19;15:00;205.7300000
SBERP;10;11/04/19;15:10;205.6500000
SBERP;10;11/04/19;15:20;205.6100000
SBERP;10;11/04/19;15:30;204.3900000
SBERP;10;11/04/19;15:40;204.4000000
SBERP;10;11/04/19;15:50;203.7600000
SBERP;10;11/04/19;16:00;203.1000000
SBERP;10;11/04/19;16:10;204.2500000
SBERP;10;11/04/19;16:20;204.5300000
SBERP;10;11/04/19;16:30;204.3100000
SBERP;10;11/04/19;16:40;204.0000000
SBERP;10;11/04/19;16:50;204.5400000
SBERP;10;11/04/19;17:00;204.1800000
SBERP;10;11/04/19;17:10;204.8400000
SBERP;10;11/04/19;17:20;204.9600000
SBERP;10;11/04/19;17:30;204.2700000
SBERP;10;11/04/19;17:40;203.8700000
SBERP;10;11/04/19;17:50;203.9300000
SBERP;10;11/04/19;18:00;203.9800000
SBERP;10;11/04/19;18:10;203.9300000
SBERP;10;11/04/19;18:20;203.2700000
SBERP;10;11/04/19;18:30;203.4400000
SBERP;10;11/04/19;18:40;202.7300000
SBERP;10;11/04/19;18:50;203.0000000
SBERP;10;12/04/19;10:10;203.3700000
SBERP;10;12/04/19;10:20;203.6100000
SBERP;10;12/04/19;10:30;203.5900000
SBERP;10;12/04/19;10:40;203.8500000
SBERP;10;12/04/19;10:50;203.7200000
SBERP;10;12/04/19;11:00;204.0500000
SBERP;10;12/04/19;11:10;204.4300000
SBERP;10;12/04/19;11:20;204.3600000
SBERP;10;12/04/19;11:30;204.8600000
SBERP;10;12/04/19;11:40;204.3800000
SBERP;10;12/04/19;11:50;205.8000000
